it global_time dt rho m1 m2 m3 e tracer_ism tracer_sn rhod1 rhod2 rhod3 rhod4 m1d1 m1d2 m1d3 m1d4 m2d1 m2d2 m2d3 m2d4 m3d1 m3d2 m3d3 m3d4 c1 c2 c3 c4 c5 c6 c7 c8 n1 n2 n3 n4 n5 n6 n7 n8 | Xload Xmemory 'Cell_Updates /second/core' 'Active_Blocks/Core' 'Wct Per Code Time [s]' 'TimeToFinish [hrs]'
    9701  3.30000000E+00  4.10278053E-04   1.44133712E-01  3.16762414E+00  0.00000000E+00  0.00000000E+00  3.86508443E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743783E-06  1.06204532E-05  6.08332577E-08  1.77574512E-07  4.25189300E-05  1.41202345E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  4.16666667E-02  2.08333333E-02  5.20833333E-03  9.37500000E-02  1.17187500E-01  1.30208333E-02        8       1       2       2       1      36      90      20 |   0.00E+00  0.00E+00  1.56E+05  1.60E+02  7.99E+01  2.15E+00
    9945  3.40000000E+00  4.12645416E-04   1.44133712E-01  3.16843128E+00  0.00000000E+00  0.00000000E+00  3.86508423E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743781E-06  1.06204531E-05  6.70376992E-08  1.95139296E-07  4.25844204E-05  1.41215167E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  4.16666667E-02  1.04166667E-02  1.04166667E-02  1.01562500E-01  1.14583333E-01  1.30208333E-02        8       1       2       1       2      39      88      20 |   0.00E+00  0.00E+00  1.56E+05  1.61E+02  8.00E+01  2.15E+00
   10187  3.50000000E+00  4.15005504E-04   1.44133712E-01  3.16917031E+00  0.00000000E+00  0.00000000E+00  3.86508403E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743779E-06  1.06204531E-05  7.36634485E-08  2.13796083E-07  4.26447787E-05  1.41225185E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  4.16666667E-02  1.04166667E-02  1.04166667E-02  1.04166667E-01  1.11979167E-01  1.30208333E-02        8       1       2       1       2      40      86      20 |   0.00E+00  0.00E+00  1.55E+05  1.60E+02  7.94E+01  2.13E+00
   10428  3.60000000E+00  4.17314809E-04   1.44133712E-01  3.16984878E+00  0.00000000E+00  0.00000000E+00  3.86508384E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743777E-06  1.06204530E-05  8.07224366E-08  2.33560679E-07  4.27005315E-05  1.41233050E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  2.08333333E-02  2.08333333E-02  2.08333333E-02  1.09375000E-01  1.06770833E-01  1.30208333E-02        8       1       1       2       4      42      82      20 |   0.00E+00  0.00E+00  1.55E+05  1.60E+02  7.89E+01  2.11E+00
   10667  3.70000000E+00  4.19577230E-04   1.44133712E-01  3.17047325E+00  0.00000000E+00  0.00000000E+00  3.86508364E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743775E-06  1.06204530E-05  8.82289245E-08  2.54453581E-07  4.27522001E-05  1.41239134E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  2.08333333E-02  2.08333333E-02  2.60416667E-02  1.06770833E-01  1.04166667E-01  1.30208333E-02        8       1       1       2       5      41      80      20 |   0.00E+00  0.00E+00  1.55E+05  1.58E+02  7.78E+01  2.08E+00
   10905  3.80000000E+00  4.21820034E-04   1.44133712E-01  3.17104940E+00  0.00000000E+00  0.00000000E+00  3.86508345E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743770E-06  1.06204529E-05  9.61940314E-08  2.76485366E-07  4.28002664E-05  1.41243588E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  2.08333333E-02  1.04166667E-02  3.12500000E-02  1.17187500E-01  9.76562500E-02  1.43229167E-02        8       1       1       1       6      45      75      22 |   0.00E+00  0.00E+00  1.55E+05  1.59E+02  7.77E+01  2.08E+00
   11142  3.90000000E+00  4.23999741E-04   1.44133712E-01  3.17158219E+00  0.00000000E+00  0.00000000E+00  3.86508325E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743765E-06  1.06204529E-05  1.04631318E-07  2.99671139E-07  4.28450756E-05  1.41246798E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   6.66666667E-01  4.16666667E-02  2.08333333E-02  1.04166667E-02  2.60416667E-02  1.27604167E-01  9.24479167E-02  1.43229167E-02        8       1       1       1       5      49      71      22 |   0.00E+00  0.00E+00  1.56E+05  1.58E+02  7.66E+01  2.05E+00
   11378  4.00000000E+00  4.26179023E-04   1.44133712E-01  3.17207596E+00  0.00000000E+00  0.00000000E+00  3.86508305E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743762E-06  1.06204528E-05  1.13553963E-07  3.24023604E-07  4.28869234E-05  1.41249038E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  4.16666667E-02  2.08333333E-02  4.16666667E-02  1.25000000E-01  8.98437500E-02  1.43229167E-02        7       2       2       2       8      48      69      22 |   0.00E+00  0.00E+00  1.56E+05  1.60E+02  7.70E+01  2.05E+00
   11613  4.10000000E+00  4.28303845E-04   1.44133712E-01  3.17253453E+00  0.00000000E+00  0.00000000E+00  3.86508284E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743760E-06  1.06204528E-05  1.22974563E-07  3.49553121E-07  4.29260667E-05  1.41250512E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  4.16666667E-02  2.08333333E-02  3.64583333E-02  1.35416667E-01  8.33333333E-02  1.56250000E-02        7       2       2       2       7      52      64      24 |   0.00E+00  0.00E+00  1.56E+05  1.60E+02  7.65E+01  2.04E+00
   11846  4.20000000E+00  4.30410557E-04   1.44133712E-01  3.17296125E+00  0.00000000E+00  0.00000000E+00  3.86508263E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743757E-06  1.06204527E-05  1.32905217E-07  3.76265696E-07  4.29627231E-05  1.41251343E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  4.16666667E-02  1.04166667E-02  5.20833333E-02  1.35416667E-01  7.94270833E-02  1.43229167E-02        7       2       2       1      10      52      61      22 |   0.00E+00  0.00E+00  1.54E+05  1.57E+02  7.56E+01  2.01E+00
   12078  4.30000000E+00  4.32492092E-04   1.44133712E-01  3.17335911E+00  0.00000000E+00  0.00000000E+00  3.86508242E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743751E-06  1.06204527E-05  1.43354252E-07  4.04157279E-07  4.29970832E-05  1.41251586E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  4.16666667E-02  1.04166667E-02  5.72916667E-02  1.38020833E-01  7.03125000E-02  1.56250000E-02        7       2       2       1      11      53      54      24 |   0.00E+00  0.00E+00  1.54E+05  1.54E+02  7.41E+01  1.97E+00
   12309  4.40000000E+00  4.34538733E-04   1.44133712E-01  3.17373074E+00  0.00000000E+00  0.00000000E+00  3.86508221E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743748E-06  1.06204526E-05  1.54332905E-07  4.33230688E-07  4.30294073E-05  1.41251400E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  2.08333333E-02  2.08333333E-02  6.25000000E-02  1.48437500E-01  6.51041667E-02  1.56250000E-02        7       2       1       2      12      57      50      24 |   0.00E+00  0.00E+00  1.56E+05  1.55E+02  7.32E+01  1.94E+00
   12539  4.50000000E+00  4.36524968E-04   1.44133712E-01  3.17407849E+00  0.00000000E+00  0.00000000E+00  3.86508199E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743745E-06  1.06204525E-05  1.65851811E-07  4.63485895E-07  4.30598416E-05  1.41250884E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  2.08333333E-02  2.08333333E-02  5.72916667E-02  1.58854167E-01  5.98958333E-02  1.56250000E-02        7       2       1       2      11      61      46      24 |   0.00E+00  0.00E+00  1.58E+05  1.54E+02  7.16E+01  1.90E+00
   12768  4.60000000E+00  4.38544126E-04   1.44133712E-01  3.17440445E+00  0.00000000E+00  0.00000000E+00  3.86508177E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743741E-06  1.06204525E-05  1.77921020E-07  4.94920714E-07  4.30885348E-05  1.41250106E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  2.08333333E-02  1.04166667E-02  6.25000000E-02  1.66666667E-01  5.72916667E-02  1.56250000E-02        7       2       1       1      12      64      44      24 |   0.00E+00  0.00E+00  1.59E+05  1.55E+02  7.10E+01  1.88E+00
   12996  4.70000000E+00  4.40501577E-04   1.44133712E-01  3.17471048E+00  0.00000000E+00  0.00000000E+00  3.86508154E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743738E-06  1.06204524E-05  1.90549947E-07  5.27531188E-07  4.31156207E-05  1.41249113E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  8.33333333E-02  2.08333333E-02  1.04166667E-02  7.29166667E-02  1.64062500E-01  4.94791667E-02  1.56250000E-02        7       2       1       1      14      63      38      24 |   0.00E+00  0.00E+00  1.56E+05  1.50E+02  6.99E+01  1.85E+00
   13223  4.80000000E+00  4.42426855E-04   1.44133712E-01  3.17499827E+00  0.00000000E+00  0.00000000E+00  3.86508131E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743734E-06  1.06204523E-05  2.03747370E-07  5.61311867E-07  4.31412201E-05  1.41248122E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  4.16666667E-02  2.08333333E-02  7.81250000E-02  1.71875000E-01  4.68750000E-02  1.56250000E-02        7       1       2       2      15      66      36      24 |   0.00E+00  0.00E+00  1.60E+05  1.53E+02  6.91E+01  1.83E+00
   13449  4.90000000E+00  4.44349904E-04   1.44133712E-01  3.17526932E+00  0.00000000E+00  0.00000000E+00  3.86508108E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743730E-06  1.06204522E-05  2.17521385E-07  5.96256231E-07  4.31654423E-05  1.41247078E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  4.16666667E-02  2.08333333E-02  8.33333333E-02  1.77083333E-01  3.64583333E-02  1.56250000E-02        7       1       2       2      16      68      28      24 |   0.00E+00  0.00E+00  1.55E+05  1.48E+02  6.88E+01  1.82E+00
   13674  5.00000000E+00  4.46235328E-04   1.44133712E-01  3.17552498E+00  0.00000000E+00  0.00000000E+00  3.86508084E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743726E-06  1.06204521E-05  2.31879343E-07  6.32356417E-07  4.31883862E-05  1.41245913E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  4.16666667E-02  1.04166667E-02  8.85416667E-02  1.87500000E-01  3.12500000E-02  1.56250000E-02        7       1       2       1      17      72      24      24 |   0.00E+00  0.00E+00  1.56E+05  1.48E+02  6.80E+01  1.79E+00
   13898  5.10000000E+00  4.48271026E-04   1.44133712E-01  3.17576647E+00  0.00000000E+00  0.00000000E+00  3.86508059E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743720E-06  1.06204521E-05  2.46827908E-07  6.69602462E-07  4.32101415E-05  1.41244589E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  4.16666667E-02  1.04166667E-02  9.37500000E-02  1.87500000E-01  2.60416667E-02  1.56250000E-02        7       1       2       1      18      72      20      24 |   0.00E+00  0.00E+00  1.55E+05  1.45E+02  6.67E+01  1.76E+00
   14121  5.20000000E+00  4.49966016E-04   1.44133712E-01  3.17599491E+00  0.00000000E+00  0.00000000E+00  3.86508034E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743711E-06  1.06204519E-05  2.62373093E-07  7.07982210E-07  4.32307904E-05  1.41243137E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  2.08333333E-02  2.08333333E-02  9.89583333E-02  1.97916667E-01  2.08333333E-02  1.56250000E-02        7       1       1       2      19      76      16      24 |   0.00E+00  0.00E+00  1.57E+05  1.46E+02  6.61E+01  1.74E+00
   14343  5.30000000E+00  4.51794832E-04   1.44133712E-01  3.17621128E+00  0.00000000E+00  0.00000000E+00  3.86508009E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743703E-06  1.06204517E-05  2.78520214E-07  7.47480530E-07  4.32504077E-05  1.41241596E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  2.08333333E-02  2.08333333E-02  9.37500000E-02  2.03125000E-01  2.08333333E-02  1.56250000E-02        7       1       1       2      18      78      16      24 |   0.00E+00  0.00E+00  1.58E+05  1.47E+02  6.60E+01  1.74E+00
   14564  5.40000000E+00  4.53607794E-04   1.44133712E-01  3.17641650E+00  0.00000000E+00  0.00000000E+00  3.86507984E+01  9.99998997E+01  1.00293255E-04  3.77052908E-07  7.41921052E-07  5.39743694E-06  1.06204516E-05  2.95273813E-07  7.88076131E-07  4.32690620E-05  1.41239987E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  2.08333333E-02  1.04166667E-02  1.09375000E-01  2.00520833E-01  1.82291667E-02  1.56250000E-02        7       1       1       1      21      77      14      24 |   0.00E+00  0.00E+00  1.58E+05  1.46E+02  6.52E+01  1.71E+00
   14785  5.50000000E+00  4.55563085E-04   1.44133712E-01  3.17661140E+00  0.00000000E+00  0.00000000E+00  3.86507958E+01  9.99998997E+01  1.00293255E-04  3.77052904E-07  7.41921052E-07  5.39743684E-06  1.06204514E-05  3.12637659E-07  8.29736776E-07  4.32868158E-05  1.41238320E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  2.08333333E-02  1.04166667E-02  1.14583333E-01  2.00520833E-01  1.30208333E-02  1.56250000E-02        7       1       1       1      22      77      10      24 |   0.00E+00  0.00E+00  1.54E+05  1.43E+02  6.53E+01  1.72E+00
   15005  5.60000000E+00  4.57122047E-04   1.44133712E-01  3.17679673E+00  0.00000000E+00  0.00000000E+00  3.86507931E+01  9.99998997E+01  1.00293255E-04  3.77052870E-07  7.41921052E-07  5.39743674E-06  1.06204512E-05  3.30618957E-07  8.72423810E-07  4.33037312E-05  1.41236618E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.83333333E-01  4.16666667E-02  2.08333333E-02  1.04166667E-02  1.09375000E-01  2.03125000E-01  1.43229167E-02  1.69270833E-02        7       1       1       1      21      78      11      26 |   0.00E+00  0.00E+00  1.54E+05  1.46E+02  6.64E+01  1.74E+00
   15224  5.70000000E+00  4.58835529E-04   1.44133712E-01  3.17697317E+00  0.00000000E+00  0.00000000E+00  3.86507905E+01  9.99998997E+01  1.00293255E-04  3.77052865E-07  7.41921052E-07  5.39743664E-06  1.06204510E-05  3.49220403E-07  9.16064629E-07  4.33198605E-05  1.41234897E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  4.16666667E-02  2.08333333E-02  1.19791667E-01  2.05729167E-01  1.17187500E-02  1.69270833E-02        6       2       2       2      23      79       9      26 |   0.00E+00  0.00E+00  1.54E+05  1.49E+02  6.75E+01  1.77E+00
   15442  5.80000000E+00  4.60552212E-04   1.44133712E-01  3.17714136E+00  0.00000000E+00  0.00000000E+00  3.86507878E+01  9.99998997E+01  1.00293255E-04  3.77052863E-07  7.41921052E-07  5.39743654E-06  1.06204507E-05  3.68443111E-07  9.60564257E-07  4.33352519E-05  1.41233160E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  4.16666667E-02  2.08333333E-02  1.09375000E-01  2.10937500E-01  1.69270833E-02  1.69270833E-02        6       2       2       2      21      81      13      26 |   0.00E+00  0.00E+00  1.57E+05  1.53E+02  6.78E+01  1.77E+00
   15659  5.90000000E+00  4.62273198E-04   1.44133712E-01  3.17730187E+00  0.00000000E+00  0.00000000E+00  3.86507850E+01  9.99998997E+01  1.00293255E-04  3.77052861E-07  7.41921052E-07  5.39743644E-06  1.06204505E-05  3.88287664E-07  1.00581559E-06  4.33499497E-05  1.41231425E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  4.16666667E-02  1.04166667E-02  1.25000000E-01  2.08333333E-01  1.43229167E-02  1.69270833E-02        6       2       2       1      24      80      11      26 |   0.00E+00  0.00E+00  1.55E+05  1.52E+02  6.77E+01  1.77E+00
   15875  6.00000000E+00  4.64002499E-04   1.44133712E-01  3.17745523E+00  0.00000000E+00  0.00000000E+00  3.86507823E+01  9.99998997E+01  1.00293255E-04  3.77052859E-07  7.41921052E-07  5.39743634E-06  1.06204503E-05  4.08754242E-07  1.05171913E-06  4.33639950E-05  1.41229718E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  4.16666667E-02  1.04166667E-02  1.40625000E-01  1.92708333E-01  1.43229167E-02  1.69270833E-02        6       2       2       1      27      74      11      26 |   0.00E+00  0.00E+00  1.53E+05  1.49E+02  6.73E+01  1.76E+00
   16091  6.10000000E+00  4.65611063E-04   1.44133712E-01  3.17760192E+00  0.00000000E+00  0.00000000E+00  3.86507795E+01  9.99998997E+01  1.00293255E-04  3.77052856E-07  7.41921052E-07  5.39743623E-06  1.06204500E-05  4.29842372E-07  1.09820117E-06  4.33774258E-05  1.41228051E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  2.08333333E-02  2.08333333E-02  1.56250000E-01  1.87500000E-01  1.30208333E-02  1.82291667E-02        6       2       1       2      30      72      10      28 |   0.00E+00  0.00E+00  1.54E+05  1.51E+02  6.73E+01  1.75E+00
   16306  6.20000000E+00  4.67256385E-04   1.44133712E-01  3.17774239E+00  0.00000000E+00  0.00000000E+00  3.86507768E+01  9.99998997E+01  1.00293255E-04  3.77052854E-07  7.41921052E-07  5.39743612E-06  1.06204498E-05  4.51555782E-07  1.14523312E-06  4.33902804E-05  1.41226435E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  2.08333333E-02  2.08333333E-02  1.61458333E-01  1.82291667E-01  1.43229167E-02  1.69270833E-02        6       2       1       2      31      70      11      26 |   0.00E+00  0.00E+00  1.54E+05  1.49E+02  6.64E+01  1.73E+00
   16520  6.30000000E+00  4.68872554E-04   1.44133712E-01  3.17787705E+00  0.00000000E+00  0.00000000E+00  3.86507740E+01  9.99998997E+01  1.00293255E-04  3.77052851E-07  7.41921052E-07  5.39743600E-06  1.06204496E-05  4.73892165E-07  1.19280886E-06  4.34025911E-05  1.41224914E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  2.08333333E-02  1.04166667E-02  1.71875000E-01  1.79687500E-01  1.69270833E-02  1.69270833E-02        6       2       1       1      33      69      13      26 |   0.00E+00  0.00E+00  1.57E+05  1.51E+02  6.58E+01  1.71E+00
   16733  6.40000000E+00  4.70477899E-04   1.44133712E-01  3.17800628E+00  0.00000000E+00  0.00000000E+00  3.86507711E+01  9.99998997E+01  1.00293255E-04  3.77052849E-07  7.41921052E-07  5.39743588E-06  1.06204493E-05  4.96848929E-07  1.24095401E-06  4.34143879E-05  1.41223517E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  2.08333333E-02  1.04166667E-02  1.92708333E-01  1.64062500E-01  1.17187500E-02  1.69270833E-02        6       2       1       1      37      63       9      26 |   0.00E+00  0.00E+00  1.51E+05  1.45E+02  6.53E+01  1.70E+00
   16946  6.50000000E+00  4.72054383E-04   1.44133712E-01  3.17813042E+00  0.00000000E+00  0.00000000E+00  3.86507683E+01  9.99998997E+01  1.00293255E-04  3.77052846E-07  7.41921052E-07  5.39743576E-06  1.06204491E-05  5.20423429E-07  1.28971962E-06  4.34256987E-05  1.41222244E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  8.33333333E-02  2.08333333E-02  1.04166667E-02  1.92708333E-01  1.61458333E-01  1.43229167E-02  1.69270833E-02        6       2       1       1      37      62      11      26 |   0.00E+00  0.00E+00  1.52E+05  1.46E+02  6.50E+01  1.69E+00
   17158  6.60000000E+00  4.73630393E-04   1.44133712E-01  3.17824979E+00  0.00000000E+00  0.00000000E+00  3.86507654E+01  9.99998997E+01  1.00293255E-04  3.77052843E-07  7.41921052E-07  5.39743562E-06  1.06204489E-05  5.44617576E-07  1.33918458E-06  4.34365521E-05  1.41221103E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  4.16666667E-02  4.16666667E-02  2.08333333E-02  1.97916667E-01  1.66666667E-01  1.43229167E-02  1.69270833E-02        6       1       2       2      38      64      11      26 |   0.00E+00  0.00E+00  1.55E+05  1.50E+02  6.54E+01  1.70E+00
   17369  6.70000000E+00  4.75179859E-04   1.44133712E-01  3.17836470E+00  0.00000000E+00  0.00000000E+00  3.86507626E+01  9.99998997E+01  1.00293255E-04  3.77052841E-07  7.41921052E-07  5.39743549E-06  1.06204488E-05  5.69427160E-07  1.38942379E-06  4.34469720E-05  1.41220093E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   5.00000000E-01  4.16666667E-02  4.16666667E-02  2.08333333E-02  1.97916667E-01  1.64062500E-01  1.69270833E-02  1.69270833E-02        6       1       2       2      38      63      13      26 |   0.00E+00  0.00E+00  1.55E+05  1.51E+02  6.55E+01  1.70E+00
