it global_time dt rho m1 m2 m3 e tracer_ism tracer_sn rhod1 rhod2 rhod3 rhod4 m1d1 m1d2 m1d3 m1d4 m2d1 m2d2 m2d3 m2d4 m3d1 m3d2 m3d3 m3d4 c1 c2 c3 c4 c5 c6 c7 c8 n1 n2 n3 n4 n5 n6 n7 n8 | Xload Xmemory 'Cell_Updates /second/core' 'Active_Blocks/Core' 'Wct Per Code Time [s]' 'TimeToFinish [hrs]'
   40824  1.94000000E+01  5.96346207E-04   1.44133712E-01  3.18506321E+00  0.00000000E+00  0.00000000E+00  3.86502296E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919707E-07  5.39728067E-06  1.06202115E-05  6.98176719E-06  1.37246138E-05  4.37996662E-05  1.41259931E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  8.33333333E-02  3.75000000E-01  3.75000000E-01  9.89583333E-02  2.34375000E-02  2.34375000E-02  2.08333333E-02        0       2      18      36      19       9      18      32 |   0.00E+00  0.00E+00  1.53E+05  1.34E+02  4.71E+01  1.05E+00
   40992  1.95000000E+01  5.97437677E-04   1.44133712E-01  3.18511322E+00  0.00000000E+00  0.00000000E+00  3.86502240E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919701E-07  5.39727749E-06  1.06202061E-05  7.05671412E-06  1.38717682E-05  4.38004439E-05  1.41260533E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  8.33333333E-02  3.75000000E-01  3.75000000E-01  9.89583333E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       2      18      36      19      10      17      30 |   0.00E+00  0.00E+00  1.51E+05  1.32E+02  4.69E+01  1.05E+00
   41160  1.96000000E+01  5.97574350E-04   1.44133712E-01  3.18516344E+00  0.00000000E+00  0.00000000E+00  3.86502183E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919671E-07  5.39727382E-06  1.06201995E-05  7.13208390E-06  1.40197678E-05  4.38012077E-05  1.41261124E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  3.95833333E-01  4.06250000E-01  8.33333333E-02  3.12500000E-02  2.21354167E-02  1.95312500E-02        0       1      19      39      16      12      17      30 |   0.00E+00  0.00E+00  1.53E+05  1.34E+02  4.68E+01  1.05E+00
   41328  1.97000000E+01  5.98182425E-04   1.44133712E-01  3.18521385E+00  0.00000000E+00  0.00000000E+00  3.86502127E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919664E-07  5.39727136E-06  1.06201908E-05  7.20788082E-06  1.41686099E-05  4.38019782E-05  1.41261682E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  3.85416667E-01  8.85416667E-02  2.34375000E-02  2.47395833E-02  1.95312500E-02        0       1      20      37      17       9      19      30 |   0.00E+00  0.00E+00  1.51E+05  1.33E+02  4.70E+01  1.05E+00
   41496  1.98000000E+01  5.99845963E-04   1.44133712E-01  3.18526447E+00  0.00000000E+00  0.00000000E+00  3.86502070E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919634E-07  5.39726668E-06  1.06201833E-05  7.28410190E-06  1.43182930E-05  4.38027146E-05  1.41262270E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  3.85416667E-01  8.85416667E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       1      20      37      17      10      17      30 |   0.00E+00  0.00E+00  1.51E+05  1.32E+02  4.65E+01  1.04E+00
   41663  1.99000000E+01  5.99397174E-04   1.44133712E-01  3.18531528E+00  0.00000000E+00  0.00000000E+00  3.86502013E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919627E-07  5.39726490E-06  1.06201775E-05  7.36074797E-06  1.44688267E-05  4.38034777E-05  1.41262893E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  3.95833333E-01  7.81250000E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       1      20      38      15      10      17      30 |   0.00E+00  0.00E+00  1.51E+05  1.31E+02  4.63E+01  1.03E+00
   41830  2.00000000E+01  6.00068500E-04   1.44133712E-01  3.18536630E+00  0.00000000E+00  0.00000000E+00  3.86501956E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919622E-07  5.39725939E-06  1.06201691E-05  7.43781841E-06  1.46202002E-05  4.38041891E-05  1.41263472E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  3.95833333E-01  7.29166667E-02  2.86458333E-02  2.60416667E-02  1.82291667E-02        0       1      20      38      14      11      20      28 |   0.00E+00  0.00E+00  1.53E+05  1.32E+02  4.61E+01  1.02E+00
   41997  2.01000000E+01  6.00601955E-04   1.44133712E-01  3.18541752E+00  0.00000000E+00  0.00000000E+00  3.86501899E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919589E-07  5.39725813E-06  1.06201598E-05  7.51531550E-06  1.47724214E-05  4.38049430E-05  1.41264037E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.37500000E-01  3.85416667E-01  6.77083333E-02  2.34375000E-02  2.47395833E-02  1.95312500E-02        0       1      21      37      13       9      19      30 |   0.00E+00  0.00E+00  1.53E+05  1.30E+02  4.54E+01  1.01E+00
   42164  2.02000000E+01  6.01193233E-04   1.44133712E-01  3.18546894E+00  0.00000000E+00  0.00000000E+00  3.86501841E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919583E-07  5.39725358E-06  1.06201546E-05  7.59323742E-06  1.49254883E-05  4.38056505E-05  1.41264680E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  3.95833333E-01  7.81250000E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       1      20      38      15      10      17      30 |   0.00E+00  0.00E+00  1.52E+05  1.31E+02  4.58E+01  1.02E+00
   42331  2.03000000E+01  6.01969495E-04   1.44133712E-01  3.18552057E+00  0.00000000E+00  0.00000000E+00  3.86501783E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919551E-07  5.39725104E-06  1.06201466E-05  7.67158927E-06  1.50794059E-05  4.38063745E-05  1.41265269E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  3.95833333E-01  7.29166667E-02  2.86458333E-02  2.60416667E-02  1.82291667E-02        0       1      20      38      14      11      20      28 |   0.00E+00  0.00E+00  1.54E+05  1.32E+02  4.57E+01  1.01E+00
   42498  2.04000000E+01  6.02379793E-04   1.44133712E-01  3.18557241E+00  0.00000000E+00  0.00000000E+00  3.86501725E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919544E-07  5.39724739E-06  1.06201363E-05  7.75037119E-06  1.52341777E-05  4.38070782E-05  1.41265815E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.16666667E-01  4.06250000E-01  6.77083333E-02  2.34375000E-02  2.34375000E-02  2.08333333E-02        0       1      20      39      13       9      18      32 |   0.00E+00  0.00E+00  1.53E+05  1.32E+02  4.57E+01  1.01E+00
   42664  2.05000000E+01  6.02978340E-04   1.44133712E-01  3.18562445E+00  0.00000000E+00  0.00000000E+00  3.86501667E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919512E-07  5.39724364E-06  1.06201310E-05  7.82957964E-06  1.53897993E-05  4.38077737E-05  1.41266449E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.37500000E-01  3.75000000E-01  7.29166667E-02  3.12500000E-02  2.08333333E-02  2.08333333E-02        0       1      21      36      14      12      16      32 |   0.00E+00  0.00E+00  1.55E+05  1.32E+02  4.52E+01  9.98E-01
   42830  2.06000000E+01  6.03859666E-04   1.44133712E-01  3.18567671E+00  0.00000000E+00  0.00000000E+00  3.86501609E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919505E-07  5.39724084E-06  1.06201233E-05  7.90921580E-06  1.55462742E-05  4.38084731E-05  1.41267037E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.37500000E-01  3.75000000E-01  8.33333333E-02  2.08333333E-02  2.47395833E-02  1.69270833E-02        0       1      21      36      16       8      19      26 |   0.00E+00  0.00E+00  1.49E+05  1.27E+02  4.53E+01  9.98E-01
   42996  2.07000000E+01  6.04137356E-04   1.44133712E-01  3.18572917E+00  0.00000000E+00  0.00000000E+00  3.86501550E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919473E-07  5.39723592E-06  1.06201132E-05  7.98928208E-06  1.57036011E-05  4.38091406E-05  1.41267573E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  4.16666667E-02  4.37500000E-01  3.85416667E-01  6.25000000E-02  2.60416667E-02  2.73437500E-02  1.95312500E-02        0       1      21      37      12      10      21      30 |   0.00E+00  0.00E+00  1.55E+05  1.32E+02  4.52E+01  9.97E-01
   43162  2.08000000E+01  6.04721857E-04   1.44133712E-01  3.18578185E+00  0.00000000E+00  0.00000000E+00  3.86501491E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919465E-07  5.39723390E-06  1.06201065E-05  8.06977813E-06  1.58617788E-05  4.38098355E-05  1.41268164E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  4.58333333E-01  3.95833333E-01  7.29166667E-02  2.86458333E-02  2.34375000E-02  2.08333333E-02        0       0      22      38      14      11      18      32 |   0.00E+00  0.00E+00  1.58E+05  1.35E+02  4.52E+01  9.93E-01
   43328  2.09000000E+01  6.05692805E-04   1.44133712E-01  3.18583474E+00  0.00000000E+00  0.00000000E+00  3.86501432E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919433E-07  5.39722790E-06  1.06200994E-05  8.15070409E-06  1.60208113E-05  4.38104765E-05  1.41268737E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  4.58333333E-01  3.95833333E-01  8.33333333E-02  2.08333333E-02  2.34375000E-02  1.82291667E-02        0       0      22      38      16       8      18      28 |   0.00E+00  0.00E+00  1.49E+05  1.30E+02  4.60E+01  1.01E+00
   43494  2.10000000E+01  6.05892801E-04   1.44133712E-01  3.18588784E+00  0.00000000E+00  0.00000000E+00  3.86501372E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919425E-07  5.39722660E-06  1.06200894E-05  8.23206172E-06  1.61806980E-05  4.38111663E-05  1.41269250E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  4.58333333E-01  4.06250000E-01  6.25000000E-02  2.86458333E-02  2.47395833E-02  1.95312500E-02        0       0      22      39      12      11      19      30 |   0.00E+00  0.00E+00  1.54E+05  1.33E+02  4.56E+01  1.00E+00
   43659  2.11000000E+01  6.06457568E-04   1.44133712E-01  3.18594116E+00  0.00000000E+00  0.00000000E+00  3.86501313E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919419E-07  5.39722164E-06  1.06200813E-05  8.31385336E-06  1.63414446E-05  4.38118062E-05  1.41269786E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  4.58333333E-01  4.06250000E-01  6.77083333E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       0      22      39      13      10      17      30 |   0.00E+00  0.00E+00  1.52E+05  1.31E+02  4.55E+01  9.96E-01
   43824  2.12000000E+01  6.07411266E-04   1.44133712E-01  3.18599469E+00  0.00000000E+00  0.00000000E+00  3.86501253E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919383E-07  5.39721901E-06  1.06200747E-05  8.39607276E-06  1.65030426E-05  4.38124671E-05  1.41270341E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.54166667E-01  7.81250000E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       0      24      34      15      10      17      30 |   0.00E+00  0.00E+00  1.50E+05  1.30E+02  4.57E+01  1.00E+00
   43989  2.13000000E+01  6.07599499E-04   1.44133712E-01  3.18604844E+00  0.00000000E+00  0.00000000E+00  3.86501193E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919377E-07  5.39721506E-06  1.06200650E-05  8.47872583E-06  1.66655012E-05  4.38131058E-05  1.41270871E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.43750000E-01  6.25000000E-02  2.60416667E-02  2.73437500E-02  1.95312500E-02        0       0      25      33      12      10      21      30 |   0.00E+00  0.00E+00  1.55E+05  1.31E+02  4.44E+01  9.70E-01
   44154  2.14000000E+01  6.08171941E-04   1.44133712E-01  3.18610241E+00  0.00000000E+00  0.00000000E+00  3.86501132E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919342E-07  5.39721100E-06  1.06200553E-05  8.56181302E-06  1.68288118E-05  4.38137367E-05  1.41271406E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.64583333E-01  6.25000000E-02  2.60416667E-02  2.73437500E-02  1.95312500E-02        0       0      24      35      12      10      21      30 |   0.00E+00  0.00E+00  1.56E+05  1.32E+02  4.45E+01  9.73E-01
   44319  2.15000000E+01  6.09072973E-04   1.44133712E-01  3.18615660E+00  0.00000000E+00  0.00000000E+00  3.86501072E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919335E-07  5.39720801E-06  1.06200493E-05  8.64533206E-06  1.69929849E-05  4.38143740E-05  1.41272010E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.64583333E-01  6.77083333E-02  2.34375000E-02  2.47395833E-02  1.95312500E-02        0       0      24      35      13       9      19      30 |   0.00E+00  0.00E+00  1.52E+05  1.30E+02  4.48E+01  9.77E-01
   44484  2.16000000E+01  6.09311944E-04   1.44133712E-01  3.18621101E+00  0.00000000E+00  0.00000000E+00  3.86501011E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919300E-07  5.39720267E-06  1.06200399E-05  8.72928712E-06  1.71580121E-05  4.38149772E-05  1.41272555E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.64583333E-01  6.77083333E-02  2.60416667E-02  2.34375000E-02  1.82291667E-02        0       0      24      35      13      10      18      28 |   0.00E+00  0.00E+00  1.50E+05  1.28E+02  4.48E+01  9.75E-01
   44648  2.17000000E+01  6.09870966E-04   1.44133712E-01  3.18626564E+00  0.00000000E+00  0.00000000E+00  3.86500950E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919292E-07  5.39720056E-06  1.06200286E-05  8.81367768E-06  1.73239064E-05  4.38156123E-05  1.41273063E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.64583333E-01  6.25000000E-02  2.86458333E-02  2.47395833E-02  1.95312500E-02        0       0      24      35      12      11      19      30 |   0.00E+00  0.00E+00  1.55E+05  1.31E+02  4.45E+01  9.68E-01
   44812  2.18000000E+01  6.10648668E-04   1.44133712E-01  3.18632049E+00  0.00000000E+00  0.00000000E+00  3.86500889E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919286E-07  5.39719417E-06  1.06200231E-05  8.89850093E-06  1.74906603E-05  4.38161907E-05  1.41273680E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.75000000E-01  6.25000000E-02  2.08333333E-02  2.34375000E-02  1.82291667E-02        0       0      24      36      12       8      18      28 |   0.00E+00  0.00E+00  1.48E+05  1.26E+02  4.46E+01  9.69E-01
   44976  2.19000000E+01  6.10982395E-04   1.44133712E-01  3.18637556E+00  0.00000000E+00  0.00000000E+00  3.86500827E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919248E-07  5.39719269E-06  1.06200140E-05  8.98375854E-06  1.76582744E-05  4.38168209E-05  1.41274231E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.64583333E-01  6.25000000E-02  3.12500000E-02  2.08333333E-02  2.08333333E-02        0       0      24      35      12      12      16      32 |   0.00E+00  0.00E+00  1.54E+05  1.31E+02  4.44E+01  9.64E-01
   45140  2.20000000E+01  6.11540042E-04   1.44133712E-01  3.18643086E+00  0.00000000E+00  0.00000000E+00  3.86500766E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919241E-07  5.39718753E-06  1.06200022E-05  9.06945351E-06  1.78267509E-05  4.38174017E-05  1.41274732E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.00000000E-01  3.64583333E-01  6.25000000E-02  3.12500000E-02  2.21354167E-02  1.95312500E-02        0       0      24      35      12      12      17      30 |   0.00E+00  0.00E+00  1.55E+05  1.30E+02  4.40E+01  9.52E-01
   45304  2.21000000E+01  6.12207315E-04   1.44133712E-01  3.18648638E+00  0.00000000E+00  0.00000000E+00  3.86500704E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919204E-07  5.39718448E-06  1.06199961E-05  9.15558723E-06  1.79960954E-05  4.38180015E-05  1.41275336E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.54166667E-01  5.20833333E-02  3.12500000E-02  2.21354167E-02  1.95312500E-02        0       0      25      34      10      12      17      30 |   0.00E+00  0.00E+00  1.52E+05  1.28E+02  4.39E+01  9.50E-01
   45468  2.22000000E+01  6.14131646E-04   1.44133712E-01  3.18654213E+00  0.00000000E+00  0.00000000E+00  3.86500642E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919196E-07  5.39718044E-06  1.06199874E-05  9.24215595E-06  1.81662993E-05  4.38185837E-05  1.41275892E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.43750000E-01  6.25000000E-02  3.38541667E-02  2.08333333E-02  1.82291667E-02        0       0      25      33      12      13      16      28 |   0.00E+00  0.00E+00  1.54E+05  1.27E+02  4.31E+01  9.31E-01
   45632  2.23000000E+01  6.13192518E-04   1.44133712E-01  3.18659811E+00  0.00000000E+00  0.00000000E+00  3.86500579E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919159E-07  5.39717584E-06  1.06199758E-05  9.32916432E-06  1.83373725E-05  4.38191535E-05  1.41276393E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.54166667E-01  5.72916667E-02  2.60416667E-02  2.21354167E-02  1.95312500E-02        0       0      25      34      11      10      17      30 |   0.00E+00  0.00E+00  1.52E+05  1.27E+02  4.36E+01  9.42E-01
   45795  2.24000000E+01  6.13766626E-04   1.44133712E-01  3.18665431E+00  0.00000000E+00  0.00000000E+00  3.86500517E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919151E-07  5.39717285E-06  1.06199685E-05  9.41661088E-06  1.85093127E-05  4.38197365E-05  1.41276971E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.54166667E-01  5.20833333E-02  3.12500000E-02  2.21354167E-02  1.95312500E-02        0       0      25      34      10      12      17      30 |   0.00E+00  0.00E+00  1.53E+05  1.28E+02  4.36E+01  9.40E-01
   45958  2.25000000E+01  6.15147322E-04   1.44133712E-01  3.18671074E+00  0.00000000E+00  0.00000000E+00  3.86500454E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919113E-07  5.39716682E-06  1.06199602E-05  9.50449405E-06  1.86821188E-05  4.38202781E-05  1.41277529E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.54166667E-01  5.72916667E-02  3.38541667E-02  1.69270833E-02  1.69270833E-02        0       0      25      34      11      13      13      26 |   0.00E+00  0.00E+00  1.47E+05  1.22E+02  4.31E+01  9.28E-01
   46121  2.26000000E+01  6.14829522E-04   1.44133712E-01  3.18676739E+00  0.00000000E+00  0.00000000E+00  3.86500391E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919104E-07  5.39716479E-06  1.06199487E-05  9.59281348E-06  1.88557939E-05  4.38208611E-05  1.41278028E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.54166667E-01  5.72916667E-02  2.86458333E-02  1.95312500E-02  1.95312500E-02        0       0      25      34      11      11      15      30 |   0.00E+00  0.00E+00  1.51E+05  1.26E+02  4.33E+01  9.31E-01
   46284  2.27000000E+01  6.15362596E-04   1.44133712E-01  3.18682428E+00  0.00000000E+00  0.00000000E+00  3.86500328E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919098E-07  5.39715832E-06  1.06199401E-05  9.68157481E-06  1.90303335E-05  4.38213863E-05  1.41278576E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.20833333E-01  3.54166667E-01  5.20833333E-02  2.60416667E-02  2.60416667E-02  2.08333333E-02        0       0      25      34      10      10      20      32 |   0.00E+00  0.00E+00  1.57E+05  1.31E+02  4.34E+01  9.32E-01
   46447  2.28000000E+01  6.16296904E-04   1.44133712E-01  3.18688140E+00  0.00000000E+00  0.00000000E+00  3.86500264E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919057E-07  5.39715630E-06  1.06199322E-05  9.77077515E-06  1.92057437E-05  4.38219584E-05  1.41279135E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.41666667E-01  3.33333333E-01  5.20833333E-02  2.60416667E-02  2.73437500E-02  1.95312500E-02        0       0      26      32      10      10      21      30 |   0.00E+00  0.00E+00  1.54E+05  1.29E+02  4.34E+01  9.31E-01
   46610  2.29000000E+01  6.16449434E-04   1.44133712E-01  3.18693874E+00  0.00000000E+00  0.00000000E+00  3.86500200E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919050E-07  5.39715116E-06  1.06199209E-05  9.86041484E-06  1.93820247E-05  4.38224882E-05  1.41279630E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.62500000E-01  3.12500000E-01  5.72916667E-02  2.34375000E-02  2.47395833E-02  1.95312500E-02        0       0      27      30      11       9      19      30 |   0.00E+00  0.00E+00  1.51E+05  1.26E+02  4.33E+01  9.27E-01
   46773  2.30000000E+01  6.16982482E-04   1.44133712E-01  3.18699632E+00  0.00000000E+00  0.00000000E+00  3.86500136E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919010E-07  5.39714740E-06  1.06199108E-05  9.95049720E-06  1.95591734E-05  4.38230291E-05  1.41280145E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.62500000E-01  3.22916667E-01  4.16666667E-02  2.86458333E-02  2.47395833E-02  1.95312500E-02        0       0      27      31       8      11      19      30 |   0.00E+00  0.00E+00  1.54E+05  1.26E+02  4.25E+01  9.10E-01
   46935  2.31000000E+01  6.17616172E-04   1.44133712E-01  3.18705413E+00  0.00000000E+00  0.00000000E+00  3.86500072E+01  9.99998997E+01  1.00293255E-04  3.77052834E-07  7.41919002E-07  5.39714347E-06  1.06199034E-05  1.00410198E-05  1.97371940E-05  4.38235625E-05  1.41280705E-04  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00   0.00000000E+00  0.00000000E+00  5.62500000E-01  3.22916667E-01  4.68750000E-02  2.08333333E-02  2.60416667E-02  2.08333333E-02        0       0      27      31       9       8      20      32 |   0.00E+00  0.00E+00  1.55E+05  1.27E+02  4.25E+01  9.08E-01
